SaleKey,SaleID,DateKey,ProductKey,GeoKey,ChannelKey,CustomerKey,UnitPriceUSD,DiscountPct,UnitsSold,DiscountedPriceUSD,RevenueUSD,Currency,FXRateToUSD,RevenueLocalCurrency,CustomerRating,ReturnStatus
3599,APPL-00001454,20221206,1171,62,29,126,37.34,0.00,2,37.34,74.68,CAD,1.360000,101.56,3.20,Kept
3600,APPL-00010134,20221206,1172,448,35,28,36.89,2.00,3,36.15,108.45,THB,35.200000,3817.44,3.50,Kept
3601,APPL-00000235,20221207,1134,8,42,119,2050.76,0.00,1,2050.76,2050.76,ARS,907.000000,1860039.32,3.30,Kept
3602,APPL-00011252,20221207,615,509,40,111,890.91,0.00,2,890.91,1781.82,USD,1.000000,1781.82,4.10,Kept
3603,APPL-00005542,20221207,392,270,39,33,908.82,0.00,1,908.82,908.82,MYR,4.710000,4280.54,3.10,Kept
3604,APPL-00010014,20221207,809,444,3,109,859.74,0.00,2,859.74,1719.48,TWD,31.800000,54679.46,3.20,Kept
3605,APPL-00002464,20221207,939,116,9,115,1141.31,5.00,2,1084.24,2168.48,DKK,6.900000,14962.51,4.08,Kept
3606,APPL-00001099,20221207,966,42,10,81,1246.46,5.00,3,1184.14,3552.42,EUR,0.920000,3268.23,5.00,Kept
3607,APPL-00003287,20221207,1055,151,15,7,618.31,10.00,1,556.48,556.48,EUR,0.920000,511.96,3.10,Kept
3608,APPL-00003646,20221207,39,172,18,28,287.81,7.00,2,267.66,535.32,EUR,0.920000,492.49,4.20,Kept
3609,APPL-00010169,20221207,21,449,12,112,133.42,10.00,2,120.08,240.16,THB,35.200000,8453.63,4.90,Kept
3610,APPL-00002263,20221207,8,108,19,35,172.01,0.00,2,172.01,344.02,COP,3960.000000,1362319.20,4.00,Kept
3611,APPL-00008983,20221207,11,398,11,21,505.60,0.00,1,505.60,505.60,KRW,1328.000000,671436.80,4.40,Kept
3612,APPL-00001488,20221208,64,64,1,84,321.32,15.00,3,273.12,819.36,CAD,1.360000,1114.33,3.90,Kept
3613,APPL-00006936,20221208,63,325,4,7,294.65,3.00,1,285.81,285.81,PKR,279.000000,79740.99,3.97,Kept
3614,APPL-00006538,20221208,201,307,31,21,801.62,0.00,4,801.62,3206.48,NGN,1550.000000,4970044.00,4.90,Returned
3615,APPL-00006751,20221208,97,316,37,77,474.18,0.00,2,474.18,948.36,NOK,10.650000,10100.03,4.80,Kept
3616,APPL-00006558,20221208,82,308,3,91,1296.51,0.00,2,1296.51,2593.02,NGN,1550.000000,4019181.00,4.08,Kept
3617,APPL-00000405,20221208,803,14,36,94,917.29,7.00,4,853.08,3412.32,AUD,1.530000,5220.85,3.70,Kept
3618,APPL-00004159,20221208,829,208,4,52,827.34,0.00,1,827.34,827.34,IDR,15700.000000,12989238.00,4.70,Kept
3619,APPL-00000043,20221208,870,2,11,78,1046.86,2.00,2,1025.92,2051.84,ARS,907.000000,1861018.88,4.40,Kept
3620,APPL-00009610,20221208,380,428,31,78,610.91,10.00,1,549.82,549.82,CHF,0.880000,483.84,3.30,Kept
3621,APPL-00002524,20221208,224,119,16,105,846.81,2.00,4,829.87,3319.48,DKK,6.900000,22904.41,3.94,Kept
3622,APPL-00008425,20221208,651,382,4,24,830.56,0.00,1,830.56,830.56,SGD,1.340000,1112.95,3.20,Returned
3623,APPL-00006227,20221208,1144,295,25,63,2519.33,15.00,6,2141.43,12848.58,NZD,1.630000,20943.19,3.30,Kept
3624,APPL-00001169,20221208,1128,45,32,49,1966.25,10.00,1,1769.62,1769.62,EUR,0.920000,1628.05,4.10,Kept
3625,APPL-00000486,20221208,1177,17,14,84,30.46,5.00,1,28.94,28.94,AUD,1.530000,44.28,4.15,Kept
3626,APPL-00006653,20221208,1175,312,5,91,30.36,7.00,1,28.23,28.23,NOK,10.650000,300.65,4.10,Exchanged
3627,APPL-00010550,20221208,1164,463,23,28,81.31,0.00,2,81.31,162.62,TRY,30.500000,4959.91,3.98,Kept
3628,APPL-00003269,20221208,1178,150,41,42,30.74,0.00,3,30.74,92.22,EUR,0.920000,84.84,4.15,Kept
3629,APPL-00008208,20221209,892,376,11,52,978.54,5.00,1,929.61,929.61,SAR,3.750000,3486.04,3.70,Kept
3630,APPL-00007009,20221209,893,328,28,139,1043.44,5.00,2,991.27,1982.54,PKR,279.000000,553128.66,4.10,Kept
3631,APPL-00006107,20221209,1077,291,1,49,7285.55,0.00,8,7285.55,58284.40,EUR,0.920000,53621.65,4.80,Exchanged
3632,APPL-00001147,20221209,83,44,7,35,1335.24,0.00,2,1335.24,2670.48,EUR,0.920000,2456.84,4.08,Kept
3633,APPL-00006559,20221209,44,308,19,119,311.51,0.00,5,311.51,1557.55,NGN,1550.000000,2414202.50,3.94,Kept
3634,APPL-00005446,20221210,49,267,3,49,401.59,0.00,1,401.59,401.59,MYR,4.710000,1891.49,4.07,Kept
3635,APPL-00005376,20221210,66,265,20,133,100.16,10.00,1,90.14,90.14,KES,129.000000,11628.06,4.10,Kept
3636,APPL-00001534,20221210,81,67,39,84,1275.29,0.00,3,1275.29,3825.87,CAD,1.360000,5203.18,4.08,Kept
3637,APPL-00010103,20221210,185,447,2,56,497.79,0.00,1,497.79,497.79,THB,35.200000,17522.21,4.50,Kept
3638,APPL-00006286,20221210,9,297,6,105,521.78,15.00,1,443.51,443.51,NZD,1.630000,722.92,3.80,Kept
3639,APPL-00005632,20221210,21,273,42,7,124.19,0.00,3,124.19,372.57,MYR,4.710000,1754.80,4.80,Kept
3640,APPL-00002264,20221210,25,108,24,84,139.10,7.00,1,129.36,129.36,COP,3960.000000,512265.60,3.40,Kept
3641,APPL-00009408,20221210,37,420,33,112,302.34,0.00,1,302.34,302.34,SEK,10.550000,3189.69,4.10,Kept
3642,APPL-00008248,20221210,1059,378,9,105,6571.21,0.00,3,6571.21,19713.63,SAR,3.750000,73926.11,3.70,Returned
3643,APPL-00004372,20221210,962,217,33,89,1119.80,0.00,1,1119.80,1119.80,IDR,15700.000000,17580860.00,5.00,Kept
3644,APPL-00005445,20221210,640,267,18,110,901.59,0.00,3,901.59,2704.77,MYR,4.710000,12739.47,3.20,Returned
3645,APPL-00007799,20221210,480,359,6,82,1153.70,15.00,1,980.64,980.64,EUR,0.920000,902.19,3.70,Kept
3646,APPL-00007929,20221210,1175,365,39,7,30.04,2.00,4,29.44,117.76,RUB,91.500000,10775.04,4.15,Kept
3647,APPL-00008226,20221210,1154,377,34,105,2378.60,5.00,2,2259.67,4519.34,SAR,3.750000,16947.53,4.30,Kept
3648,APPL-00005505,20221211,1142,269,13,91,2334.67,0.00,1,2334.67,2334.67,MYR,4.710000,10996.30,4.02,Kept
3649,APPL-00001553,20221211,1171,68,1,49,39.27,10.00,1,35.34,35.34,CAD,1.360000,48.06,4.50,Kept
3650,APPL-00011197,20221211,1169,502,10,91,119.81,5.00,1,113.82,113.82,USD,1.000000,113.82,4.07,Kept
3651,APPL-00004810,20221211,635,239,23,47,830.24,0.00,1,830.24,830.24,EUR,0.920000,763.82,4.50,Kept
3652,APPL-00007745,20221211,269,357,2,93,702.06,2.00,4,688.02,2752.08,EUR,0.920000,2531.91,3.82,Kept
3653,APPL-00006033,20221211,375,288,7,64,639.83,0.00,1,639.83,639.83,EUR,0.920000,588.64,4.30,Kept
3654,APPL-00005841,20221211,329,281,7,102,626.03,7.00,5,582.21,2911.05,MXN,17.150000,49924.51,3.30,Kept
3655,APPL-00001455,20221211,969,62,16,128,1273.72,7.00,1,1184.56,1184.56,CAD,1.360000,1611.00,4.08,Kept
3656,APPL-00000756,20221211,803,29,25,115,947.79,0.00,2,947.79,1895.58,BDT,110.000000,208513.80,3.00,Exchanged
3657,APPL-00007235,20221211,780,337,1,81,853.22,3.00,3,827.62,2482.86,PHP,56.500000,140281.59,3.97,Kept
3658,APPL-00007190,20221211,13,335,40,84,256.08,7.00,2,238.15,476.30,PHP,56.500000,26910.95,3.95,Kept
3659,APPL-00000966,20221211,71,36,11,42,1326.82,3.00,2,1287.02,2574.04,BDT,110.000000,283144.40,5.00,Returned
3660,APPL-00009849,20221211,64,438,25,133,284.88,15.00,1,242.15,242.15,TWD,31.800000,7700.37,3.10,Kept
3661,APPL-00007583,20221212,137,350,21,126,633.74,2.00,1,621.07,621.07,PLN,3.970000,2465.65,3.91,Kept
3662,APPL-00003098,20221212,13,141,12,35,231.06,10.00,1,207.95,207.95,EUR,0.920000,191.31,3.95,Kept
3663,APPL-00004811,20221212,4,239,7,28,118.68,0.00,2,118.68,237.36,EUR,0.920000,218.37,4.40,Kept
3664,APPL-00006817,20221212,715,319,23,16,1000.00,0.00,1,1000.00,1000.00,NOK,10.650000,10650.00,4.03,Kept
3665,APPL-00006539,20221212,867,307,32,127,950.24,0.00,3,950.24,2850.72,NGN,1550.000000,4418616.00,4.90,Kept
3666,APPL-00003716,20221212,1046,176,4,112,567.01,0.00,2,567.01,1134.02,HKD,7.820000,8868.04,3.30,Kept
3667,APPL-00005322,20221212,202,263,1,42,834.35,3.00,1,809.32,809.32,KES,129.000000,104402.28,4.80,Exchanged
3668,APPL-00001689,20221212,1166,75,18,98,73.50,0.00,1,73.50,73.50,CAD,1.360000,99.96,3.98,Kept
3669,APPL-00000456,20221212,1175,16,10,84,28.48,0.00,3,28.48,85.44,AUD,1.530000,130.72,4.10,Kept
3670,APPL-00006796,20221212,1177,318,14,63,27.57,7.00,1,25.64,25.64,NOK,10.650000,273.07,4.70,Kept
3671,APPL-00010480,20221212,1160,460,13,35,94.99,5.00,1,90.24,90.24,TRY,30.500000,2752.32,4.03,Kept
3672,APPL-00000621,20221213,1102,23,42,28,1383.26,0.00,2,1383.26,2766.52,EUR,0.920000,2545.20,3.40,Exchanged
3673,APPL-00008751,20221213,1175,389,20,7,28.32,2.00,1,27.75,27.75,ZAR,18.900000,524.47,3.40,Returned
3674,APPL-00001725,20221213,1174,77,36,126,37.30,0.00,1,37.30,37.30,CLP,960.000000,35808.00,4.40,Kept
3675,APPL-00001647,20221213,1166,73,6,91,84.35,0.00,1,84.35,84.35,CAD,1.360000,114.72,3.80,Exchanged
3676,APPL-00002095,20221213,1167,98,37,28,127.13,2.00,2,124.59,249.18,CNY,7.240000,1804.06,4.00,Kept
3677,APPL-00006157,20221213,336,293,16,96,571.02,0.00,1,571.02,571.02,EUR,0.920000,525.34,3.60,Kept
3678,APPL-00010422,20221213,601,458,39,106,931.44,10.00,1,838.30,838.30,TRY,30.500000,25568.15,3.20,Kept
3679,APPL-00001014,20221213,471,38,22,71,1087.10,0.00,2,1087.10,2174.20,EUR,0.920000,2000.26,4.20,Kept
3680,APPL-00004040,20221213,826,195,16,62,876.30,0.00,1,876.30,876.30,INR,83.500000,73171.05,4.90,Exchanged
3681,APPL-00000374,20221213,195,13,8,42,538.70,0.00,3,538.70,1616.10,AUD,1.530000,2472.63,3.70,Kept
3682,APPL-00008837,20221214,144,392,14,119,616.76,0.00,1,616.76,616.76,KRW,1328.000000,819057.28,3.80,Kept
3683,APPL-00007294,20221214,1,339,18,14,132.21,5.00,2,125.60,251.20,PHP,56.500000,14192.80,3.90,Kept
3684,APPL-00000679,20221214,9,26,24,14,562.29,15.00,3,477.95,1433.85,EUR,0.920000,1319.14,3.20,Kept
3685,APPL-00007116,20221214,6,332,16,28,168.48,15.00,1,143.21,143.21,PHP,56.500000,8091.37,4.80,Kept
3686,APPL-00008426,20221214,28,382,10,133,133.62,2.00,1,130.95,130.95,SGD,1.340000,175.47,4.11,Kept
3687,APPL-00007746,20221214,728,357,3,54,1070.02,0.00,2,1070.02,2140.04,EUR,0.920000,1968.84,4.70,Kept
3688,APPL-00009754,20221214,1082,434,6,133,1120.79,0.00,1,1120.79,1120.79,CHF,0.880000,986.30,3.60,Kept
3689,APPL-00008304,20221214,1071,380,3,56,7189.93,0.00,1,7189.93,7189.93,SAR,3.750000,26962.24,4.30,Kept
3690,APPL-00006319,20221214,503,298,2,6,1046.63,0.00,2,1046.63,2093.26,NZD,1.630000,3412.01,4.03,Kept
3691,APPL-00003125,20221214,1168,142,1,56,136.62,0.00,1,136.62,136.62,EUR,0.920000,125.69,3.50,Returned
3692,APPL-00011186,20221214,1096,501,6,77,1108.11,15.00,3,941.89,2825.67,USD,1.000000,2825.67,4.70,Kept
3693,APPL-00010034,20221214,1134,445,7,140,2137.34,0.00,1,2137.34,2137.34,TWD,31.800000,67967.41,4.10,Kept
3694,APPL-00010751,20221215,1161,470,13,28,93.85,10.00,4,84.47,337.88,AED,3.670000,1240.02,3.90,Kept
3695,APPL-00006452,20221215,1173,303,12,42,41.07,5.00,1,39.02,39.02,NGN,1550.000000,60481.00,3.70,Kept
3696,APPL-00009804,20221215,439,436,42,29,910.24,7.00,3,846.52,2539.56,TWD,31.800000,80758.01,3.60,Kept
3697,APPL-00001015,20221215,588,38,1,1,830.33,0.00,4,830.33,3321.32,EUR,0.920000,3055.61,3.93,Kept
3698,APPL-00002862,20221215,289,132,22,76,744.45,7.00,1,692.34,692.34,EGP,30.900000,21393.31,3.40,Kept
3699,APPL-00003011,20221215,231,138,5,35,827.37,0.00,1,827.37,827.37,EUR,0.920000,761.18,3.20,Kept
3700,APPL-00007930,20221215,1050,365,15,70,631.65,7.00,1,587.43,587.43,RUB,91.500000,53749.84,3.40,Kept
3701,APPL-00004291,20221215,901,214,18,131,1025.18,15.00,3,871.40,2614.20,IDR,15700.000000,41042940.00,3.40,Kept
3702,APPL-00004882,20221215,6,243,7,28,166.42,2.00,1,163.09,163.09,JPY,149.800000,24430.88,4.00,Exchanged
3703,APPL-00005571,20221216,1,271,28,21,132.10,3.00,3,128.14,384.42,MYR,4.710000,1810.62,4.60,Kept
3704,APPL-00010605,20221216,26,465,42,84,134.34,0.00,3,134.34,403.02,AED,3.670000,1479.08,3.40,Returned
3705,APPL-00005506,20221216,905,269,22,121,1060.06,0.00,2,1060.06,2120.12,MYR,4.710000,9985.77,4.00,Kept
3706,APPL-00007361,20221216,1058,342,1,126,578.13,2.00,2,566.57,1133.14,PLN,3.970000,4498.57,3.10,Kept
3707,APPL-00002581,20221216,327,121,16,109,647.57,0.00,8,647.57,5180.56,DKK,6.900000,35745.86,3.60,Kept
3708,APPL-00004608,20221216,323,227,33,94,725.16,0.00,2,725.16,1450.32,EUR,0.920000,1334.29,3.82,Kept
3709,APPL-00011253,20221216,591,509,13,139,867.26,3.00,2,841.24,1682.48,USD,1.000000,1682.48,3.93,Kept
3710,APPL-00011004,20221216,615,484,17,55,865.75,0.00,1,865.75,865.75,GBP,0.790000,683.94,3.80,Kept
3711,APPL-00001506,20221216,414,65,13,135,936.31,2.00,1,917.58,917.58,CAD,1.360000,1247.91,4.10,Returned
3712,APPL-00008101,20221216,1173,372,22,49,36.11,10.00,1,32.50,32.50,SAR,3.750000,121.88,4.90,Kept
3713,APPL-00003068,20221216,1161,140,26,105,102.93,0.00,3,102.93,308.79,EUR,0.920000,284.09,4.03,Kept
3714,APPL-00000939,20221216,1107,35,32,63,1260.08,5.00,1,1197.08,1197.08,BDT,110.000000,131678.80,4.20,Returned
3715,APPL-00006518,20221217,441,306,39,78,922.01,10.00,3,829.81,2489.43,NGN,1550.000000,3858616.50,4.90,Kept
3716,APPL-00007336,20221217,384,341,15,69,571.82,0.00,1,571.82,571.82,PHP,56.500000,32307.83,3.60,Kept
3717,APPL-00008838,20221217,1083,392,22,70,1161.34,3.00,1,1126.50,1126.50,KRW,1328.000000,1495992.00,3.10,Kept
3718,APPL-00003012,20221217,884,138,11,94,961.33,0.00,2,961.33,1922.66,EUR,0.920000,1768.85,4.20,Returned
3719,APPL-00001208,20221217,718,48,33,11,995.09,0.00,1,995.09,995.09,BRL,4.970000,4945.60,4.03,Kept
3720,APPL-00009592,20221217,720,427,10,129,1037.93,0.00,2,1037.93,2075.86,CHF,0.880000,1826.76,3.90,Kept
3721,APPL-00002909,20221217,116,134,27,49,445.43,0.00,1,445.43,445.43,EGP,30.900000,13763.79,3.94,Kept
3722,APPL-00005936,20221217,51,284,32,119,402.21,0.00,1,402.21,402.21,EUR,0.920000,370.03,3.20,Kept
3723,APPL-00000318,20221218,53,11,2,119,837.52,10.00,1,753.77,753.77,AUD,1.530000,1153.27,3.80,Kept
3724,APPL-00002644,20221218,84,123,5,42,1278.97,10.00,1,1151.07,1151.07,DKK,6.900000,7942.38,4.08,Exchanged
3725,APPL-00009217,20221218,149,411,2,119,555.72,0.00,5,555.72,2778.60,EUR,0.920000,2556.31,3.91,Returned
3726,APPL-00007362,20221218,179,342,25,112,499.33,0.00,1,499.33,499.33,PLN,3.970000,1982.34,3.20,Kept
3727,APPL-00001291,20221218,763,52,40,90,792.59,0.00,5,792.59,3962.95,BRL,4.970000,19695.86,4.00,Kept
3728,APPL-00000721,20221218,1020,28,19,76,405.68,0.00,1,405.68,405.68,EUR,0.920000,373.23,3.30,Kept
3729,APPL-00011116,20221218,264,494,7,77,1023.14,15.00,1,869.67,869.67,USD,1.000000,869.67,4.20,Kept
3730,APPL-00004715,20221218,1111,234,3,70,1219.58,0.00,4,1219.58,4878.32,EUR,0.920000,4488.05,3.40,Kept
3731,APPL-00001016,20221219,1160,38,30,119,106.73,0.00,2,106.73,213.46,EUR,0.920000,196.38,4.90,Kept
3732,APPL-00002084,20221219,1173,97,13,112,39.83,0.00,3,39.83,119.49,CNY,7.240000,865.11,4.00,Kept
3733,APPL-00010015,20221219,1166,444,17,126,81.01,15.00,1,68.86,68.86,TWD,31.800000,2189.75,4.40,Kept
3734,APPL-00006055,20221219,244,289,40,14,1059.14,15.00,2,900.27,1800.54,EUR,0.920000,1656.50,3.90,Kept
3735,APPL-00002130,20221219,250,101,29,7,1140.89,0.00,1,1140.89,1140.89,CNY,7.240000,8260.04,3.40,Kept
3736,APPL-00009485,20221219,332,424,2,71,623.70,2.00,2,611.23,1222.46,SEK,10.550000,12896.95,4.80,Kept
3737,APPL-00010201,20221219,347,450,39,125,630.31,0.00,2,630.31,1260.62,THB,35.200000,44373.82,3.97,Kept
3738,APPL-00006836,20221219,415,320,15,54,860.85,15.00,2,731.72,1463.44,NOK,10.650000,15585.64,3.20,Kept
3739,APPL-00010270,20221219,764,452,21,10,822.91,10.00,1,740.62,740.62,THB,35.200000,26069.82,3.70,Kept
3740,APPL-00009611,20221219,103,428,8,84,463.79,7.00,1,431.32,431.32,CHF,0.880000,379.56,3.94,Kept
3741,APPL-00005220,20221219,63,260,14,140,307.77,0.00,1,307.77,307.77,KES,129.000000,39702.33,3.97,Kept
3742,APPL-00008001,20221219,61,368,21,84,275.81,10.00,1,248.23,248.23,RUB,91.500000,22713.04,3.90,Kept
3743,APPL-00001726,20221219,4,77,28,28,121.32,15.00,1,103.12,103.12,CLP,960.000000,98995.20,3.90,Kept
3744,APPL-00009989,20221219,7,443,22,105,158.12,10.00,1,142.31,142.31,TWD,31.800000,4525.46,3.50,Kept
3745,APPL-00010453,20221220,15,459,30,112,242.34,0.00,2,242.34,484.68,TRY,30.500000,14782.74,4.70,Kept
3746,APPL-00000582,20221220,39,21,1,42,293.39,0.00,1,293.39,293.39,EUR,0.920000,269.92,3.50,Kept
3747,APPL-00004223,20221220,43,211,16,63,308.48,5.00,1,293.06,293.06,IDR,15700.000000,4601042.00,3.60,Kept
3748,APPL-00008131,20221220,696,373,2,127,1031.03,15.00,1,876.38,876.38,SAR,3.750000,3286.43,4.80,Kept
3749,APPL-00004266,20221220,860,213,38,74,835.76,3.00,1,810.69,810.69,IDR,15700.000000,12727833.00,3.90,Kept
3750,APPL-00009113,20221220,1029,404,1,43,399.99,2.00,1,391.99,391.99,EUR,0.920000,360.63,4.40,Kept
3751,APPL-00011214,20221220,1079,504,26,7,1067.82,0.00,2,1067.82,2135.64,USD,1.000000,2135.64,4.10,Kept
3752,APPL-00001756,20221220,1071,78,23,49,6782.15,2.00,3,6646.51,19939.53,CLP,960.000000,19141948.80,4.30,Kept
3753,APPL-00008632,20221220,443,385,21,81,853.48,2.00,1,836.41,836.41,ZAR,18.900000,15808.15,4.10,Kept
3754,APPL-00008427,20221220,527,382,5,106,809.81,15.00,1,688.34,688.34,SGD,1.340000,922.38,4.40,Kept
3755,APPL-00002189,20221220,593,105,31,96,846.60,3.00,1,821.20,821.20,COP,3960.000000,3251952.00,3.93,Kept
3756,APPL-00002409,20221220,580,114,21,71,896.40,0.00,1,896.40,896.40,COP,3960.000000,3549744.00,3.90,Kept
3757,APPL-00005255,20221220,1168,261,39,84,125.94,7.00,1,117.12,117.12,KES,129.000000,15108.48,3.60,Exchanged
3758,APPL-00009593,20221220,1175,427,2,126,30.94,2.00,2,30.32,60.64,CHF,0.880000,53.36,3.90,Kept
3759,APPL-00009678,20221220,1177,431,32,91,27.09,5.00,3,25.74,77.22,CHF,0.880000,67.95,3.90,Kept
3760,APPL-00008428,20221221,1087,382,5,91,1127.59,0.00,2,1127.59,2255.18,SGD,1.340000,3021.94,4.60,Kept
3761,APPL-00001871,20221221,455,82,1,22,1052.46,5.00,3,999.84,2999.52,CLP,960.000000,2879539.20,4.80,Kept
3762,APPL-00002369,20221221,456,112,19,66,1148.61,2.00,2,1125.64,2251.28,COP,3960.000000,8915068.80,4.10,Kept
3763,APPL-00010987,20221221,427,483,24,108,902.28,0.00,1,902.28,902.28,GBP,0.790000,712.80,4.70,Kept
3764,APPL-00007507,20221221,333,347,30,78,606.27,0.00,1,606.27,606.27,PLN,3.970000,2406.89,4.80,Kept
3765,APPL-00002172,20221221,311,104,14,11,666.34,0.00,1,666.34,666.34,CNY,7.240000,4824.30,3.82,Kept
3766,APPL-00005633,20221221,1002,273,42,76,438.90,10.00,1,395.01,395.01,MYR,4.710000,1860.50,3.30,Kept
3767,APPL-00005256,20221221,990,261,14,58,458.71,2.00,2,449.54,899.08,KES,129.000000,115981.32,3.95,Kept
3768,APPL-00007482,20221221,924,346,20,57,1218.40,0.00,1,1218.40,1218.40,PLN,3.970000,4837.05,3.90,Kept
3769,APPL-00000134,20221221,679,5,36,85,901.23,0.00,1,901.23,901.23,ARS,907.000000,817415.61,3.99,Kept
3770,APPL-00004210,20221221,769,210,30,137,760.37,3.00,2,737.56,1475.12,IDR,15700.000000,23159384.00,3.97,Kept
3771,APPL-00010328,20221221,65,454,8,35,102.11,0.00,1,102.11,102.11,TRY,30.500000,3114.36,3.60,Kept
3772,APPL-00003379,20221221,65,156,37,91,101.09,10.00,2,90.98,181.96,EUR,0.920000,167.40,4.08,Kept
3773,APPL-00008813,20221221,157,391,4,70,567.38,2.00,1,556.03,556.03,KRW,1328.000000,738407.84,4.20,Kept
3774,APPL-00002005,20221221,162,89,31,140,533.70,0.00,1,533.70,533.70,CNY,7.240000,3863.99,4.11,Kept
3775,APPL-00009144,20221221,14,406,42,21,237.36,0.00,2,237.36,474.72,EUR,0.920000,436.74,3.40,Kept
3776,APPL-00007483,20221221,13,346,28,77,247.91,0.00,1,247.91,247.91,PLN,3.970000,984.20,3.60,Kept
3777,APPL-00004420,20221221,1,219,19,105,123.84,0.00,8,123.84,990.72,EUR,0.920000,911.46,4.30,Kept
3778,APPL-00009771,20221221,1,435,4,21,132.46,10.00,1,119.21,119.21,CHF,0.880000,104.90,3.40,Kept
3779,APPL-00009990,20221222,13,443,3,63,237.73,7.00,1,221.09,221.09,TWD,31.800000,7030.66,3.95,Kept
3780,APPL-00002910,20221222,10,134,40,21,569.25,0.00,1,569.25,569.25,EGP,30.900000,17589.83,3.70,Kept
3781,APPL-00006287,20221222,21,297,3,133,131.06,0.00,1,131.06,131.06,NZD,1.630000,213.63,4.60,Kept
3782,APPL-00002370,20221222,195,112,27,42,528.00,2.00,1,517.44,517.44,COP,3960.000000,2049062.40,4.10,Kept
3783,APPL-00004609,20221222,65,227,8,119,102.49,0.00,1,102.49,102.49,EUR,0.920000,94.29,3.50,Kept
3784,APPL-00001507,20221222,58,65,31,112,780.93,0.00,3,780.93,2342.79,CAD,1.360000,3186.19,3.70,Kept
3785,APPL-00003099,20221222,53,141,18,105,820.46,7.00,1,763.03,763.03,EUR,0.920000,701.99,4.10,Kept
3786,APPL-00006560,20221222,957,308,15,57,1140.04,3.00,1,1105.84,1105.84,NGN,1550.000000,1714052.00,4.20,Kept
3787,APPL-00007117,20221222,318,332,2,40,679.22,0.00,1,679.22,679.22,PHP,56.500000,38375.93,3.60,Kept
3788,APPL-00000810,20221222,374,31,40,68,599.32,0.00,1,599.32,599.32,BDT,110.000000,65925.20,3.50,Returned
3789,APPL-00004399,20221222,234,218,3,56,1027.49,2.00,3,1006.94,3020.82,EUR,0.920000,2779.15,3.99,Kept
3790,APPL-00005901,20221222,571,283,36,15,932.78,0.00,1,932.78,932.78,MXN,17.150000,15997.18,3.20,Kept
3791,APPL-00010952,20221222,544,481,8,136,850.18,15.00,1,722.65,722.65,GBP,0.790000,570.89,3.50,Kept
3792,APPL-00003380,20221222,550,156,32,22,781.88,0.00,3,781.88,2345.64,EUR,0.920000,2157.99,3.10,Returned
3793,APPL-00008686,20221222,1093,387,40,140,1174.48,0.00,1,1174.48,1174.48,ZAR,18.900000,22197.67,4.00,Kept
3794,APPL-00003610,20221222,1106,170,15,119,1236.62,3.00,1,1199.52,1199.52,EUR,0.920000,1103.56,4.80,Kept
3795,APPL-00002503,20221222,1104,118,20,126,1364.83,15.00,1,1160.11,1160.11,DKK,6.900000,8004.76,4.70,Returned
3796,APPL-00009465,20221222,1177,423,11,56,27.48,7.00,3,25.56,76.68,SEK,10.550000,808.97,4.15,Kept
3797,APPL-00002049,20221222,1172,93,15,35,39.02,15.00,3,33.17,99.51,CNY,7.240000,720.45,4.00,Kept
3798,APPL-00002985,20221223,1172,137,33,56,40.72,3.00,2,39.50,79.00,EUR,0.920000,72.68,4.80,Kept
3799,APPL-00009824,20221223,448,437,4,108,1021.58,0.00,1,1021.58,1021.58,TWD,31.800000,32486.24,4.03,Kept
3800,APPL-00008583,20221223,1039,383,5,105,558.47,3.00,4,541.72,2166.88,ZAR,18.900000,40954.03,4.02,Kept
3801,APPL-00000458,20221223,1063,16,31,63,7142.23,15.00,1,6070.90,6070.90,AUD,1.530000,9288.48,4.04,Exchanged
3802,APPL-00000457,20221223,50,16,22,49,414.91,0.00,2,414.91,829.82,AUD,1.530000,1269.62,4.00,Kept
3803,APPL-00007696,20221223,50,355,26,28,374.46,0.00,2,374.46,748.92,EUR,0.920000,689.01,4.07,Kept
3804,APPL-00000845,20221223,43,32,12,77,280.29,0.00,1,280.29,280.29,BDT,110.000000,30831.90,3.90,Returned
3805,APPL-00007800,20221223,42,359,13,21,287.47,15.00,1,244.35,244.35,EUR,0.920000,224.80,4.70,Kept
3806,APPL-00011370,20221223,60,515,22,84,827.47,3.00,1,802.65,802.65,VND,24500.000000,19664925.00,4.80,Returned
3807,APPL-00003540,20221223,68,166,40,63,98.63,0.00,1,98.63,98.63,EUR,0.920000,90.74,3.30,Kept
3808,APPL-00001609,20221223,153,71,28,42,620.87,3.00,3,602.24,1806.72,CAD,1.360000,2457.14,3.91,Kept
3809,APPL-00009145,20221223,105,406,33,84,440.14,3.00,1,426.94,426.94,EUR,0.920000,392.78,3.70,Kept
3810,APPL-00009912,20221223,20,440,37,98,93.40,0.00,7,93.40,653.80,TWD,31.800000,20790.84,3.30,Kept
3811,APPL-00009305,20221223,19,416,2,77,99.23,15.00,2,84.35,168.70,SEK,10.550000,1779.79,3.50,Kept
3812,APPL-00004032,20221223,34,194,4,7,246.12,15.00,1,209.20,209.20,INR,83.500000,17468.20,3.00,Kept
3813,APPL-00008775,20221223,16,390,17,140,242.01,0.00,2,242.01,484.02,ZAR,18.900000,9147.98,3.95,Kept
3814,APPL-00005823,20221223,3,280,2,7,128.76,0.00,1,128.76,128.76,MXN,17.150000,2208.23,3.90,Kept
